ah_full_company,ah_full_current_away_or_under,ah_full_current_home_or_over,ah_full_current_line_or_draw,ah_full_live_away_or_under,ah_full_live_home_or_over,ah_full_live_line_or_draw,ah_full_open_away_or_under,ah_full_open_home_or_over,ah_full_open_line_or_draw,ah_half_current_away_or_under,ah_half_current_home_or_over,ah_half_current_line_or_draw,ah_half_live_away_or_under,ah_half_live_home_or_over,ah_half_live_line_or_draw,ah_half_open_away_or_under,ah_half_open_home_or_over,ah_half_open_line_or_draw,away_cn,away_rank_or_stage,away_score,away_tw,bj_time,euro_full_company,euro_full_current_away_or_under,euro_full_current_home_or_over,euro_full_current_line_or_draw,euro_full_live_away_or_under,euro_full_live_home_or_over,euro_full_live_line_or_draw,euro_full_open_away_or_under,euro_full_open_home_or_over,euro_full_open_line_or_draw,euro_half_current_away_or_under,euro_half_current_home_or_over,euro_half_current_line_or_draw,euro_half_live_away_or_under,euro_half_live_home_or_over,euro_half_live_line_or_draw,euro_half_open_away_or_under,euro_half_open_home_or_over,euro_half_open_line_or_draw,future_ah_line_hint,future_total_line_hint,home_cn,home_rank_or_stage,home_score,home_tw,initial_ah_hint,initial_total_hint,latest_snapshot_stamp,league_cn,league_tw,list_date,list_lock_source,list_source,match_id,odds_frozen_from_snapshot,refresh_status,snapshot_stamp,source_page,state,total_full_company,total_full_current_away_or_under,total_full_current_home_or_over,total_full_current_line_or_draw,total_full_live_away_or_under,total_full_live_home_or_over,total_full_live_line_or_draw,total_full_open_away_or_under,total_full_open_home_or_over,total_full_open_line_or_draw,total_half_current_away_or_under,total_half_current_home_or_over,total_half_current_line_or_draw,total_half_live_away_or_under,total_half_live_home_or_over,total_half_live_line_or_draw,total_half_open_away_or_under,total_half_open_home_or_over,total_half_open_line_or_draw,xml_ah_away_water,xml_ah_home_water,xml_ah_line,xml_euro_away,xml_euro_draw,xml_euro_home,xml_total_line,xml_total_over_water,xml_total_under_water
,,,,,,,,,,,,,,,,,,,上海海港U17,3,3,上海海港U17,9-7 09:30,,,,,,,,,,,,,,,,,,,,,,济南历城二中U17,4,1,济南历城二中U17,,2026,,中青U17,中青U17,,,,3086915,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,山东泰山U17,1,6,山東泰山U17,9-7 09:30,,,,,,,,,,,,,,,,,,,,,,北京人大附三高U17,3,0,北京人大附三高U17,,2026,,中青U17,中青U17,,,,3086917,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,长沙麓山国际实验学校U17,3,4,长沙麓山国际实验学校U17,9-7 09:30,,,,,,,,,,,,,,,,,,,,,,武汉十九中U17,4,0,武漢十九中U17,,2026,,中青U17,中青U17,,,,3086918,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,恒大足校U17,1,0,恒大足校U17,9-7 09:30,,,,,,,,,,,,,,,,,,,,,,七宝中学U17,2,0,七寶中學U17,,2026,,中青U17,中青U17,,,,3086919,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,所罗门群岛U19,,2,索羅門群島U19,9-7 10:00,,,,,,,,,,,,,,,,,,,,,,萨摩亚U19,,0,薩摩亞U19,,2026,,大洋冠U19,大洋冠U19,2026-09-06,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260906.json,Next_20260906,3074392,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,巴布亚新几内亚女足U16,,2,巴布亞新幾內亞女足U16,9-7 13:00,,,,,,,,,,,,,,,,,,,,,,新喀里多尼亚女足U16,,5,新喀里多尼亞女足U16,,2026,,大洋女U16,大洋女U16,2026-09-06,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260906.json,Next_20260906,2976254,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,桑野马FC,,0,桑野馬FC,9-7 14:05,,,,,,,,,,,,,,,,,,,,,,北部FC,,0,北部FC,,2026,,印西隆联,印西隆聯,,,,3087296,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,布特里帝沙兰德,,1,布特里帝沙蘭德,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,拜利斯B队,,3,拜利斯B隊,,2026,,球会友谊,球會友誼,,,,3087793,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,合肥体校城市U17,1,2,合肥體校城市U17,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,浙江俱乐部U17,2,2,浙江俱樂部U17,,2026,,中青U17,中青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086908,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,辽宁铁人U17,3,1,遼寧鐵人U17,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,重庆凤鸣山中学U17,4,1,重庆凤鸣山中学U17,,2026,,中青U17,中青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086909,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,上海申花U17,1,3,上海申花U17,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,长春亚泰U17,2,0,长春亚泰U17,,2026,,中青U17,中青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086910,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,江苏U17,3,4,江蘇U17,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,河南省实验中学U17,4,0,河南省实验中学U17,,2026,,中青U17,中青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086911,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,郑州二中U17,1,1,鄭州二中U17,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,泰山足校U17,4,0,泰山足校U17,,2026,,中青U17,中青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086912,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,大连可为U17,2,2,大連可為U17,9-7 15:30,,,,,,,,,,,,,,,,,,,,,,宜兴体校U17,3,2,宜興體校U17,,2026,,中青U17,中青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086913,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.65,1.05,-0.75,0.37,1.49,0.0,0.75,0.95,-0.5,0.92,0.78,-0.5,0.34,1.56,0.0,0.9,0.8,-0.25,北京国安U21,8,4,北京國安U21,9-7 16:00,,1.48,4.3,4.1,1.05,21.0,6.6,1.75,3.4,3.55,1.97,4.3,2.39,23.0,1.04,7.0,2.26,3.85,2.23,,,陕西联合U21,7,2,陝西聯合U21,-0.5,2026,,中U21,中U21,,,,3087343,,,20260908_072956,,-1,,1.0,0.7,3.0,0.15,2.22,6.5,0.9,0.8,2.75,0.89,0.81,1.25,0.1,2.5,1.5,0.68,1.02,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,汤加女足U16,,1,湯加女足U16,9-7 16:00,,,,,,,,,,,,,,,,,,,,,,萨摩亚女足U16,,2,薩摩亞女足U16,,2026,,大洋女U16,大洋女U16,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2976255,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.8,0.25,0.71,0.99,0.0,0.9,0.8,0.25,0.64,1.06,0.25,0.95,0.75,0.0,0.6,1.11,0.25,塞萨洛尼基U19,,1,PAOK沙朗歷基U19,9-7 16:30,,2.79,2.01,3.4,13.0,1.01,11.0,2.89,2.03,3.2,3.4,2.5,2.2,15.0,1.01,9.9,3.55,2.63,2.05,,,彭拿典奈高斯U19,,3,彭拿典奈高斯U19,0.25,2026,,希腊U19,希U19,2026-09-05,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260905.json,Next_20260905,3080577,,,20260908_072956,,-1,,0.84,0.86,2.75,0.14,2.27,4.5,0.78,0.92,2.5,0.67,1.03,1.25,0.05,2.85,3.5,0.81,0.89,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,索尔亚U21,16,1,索爾亞U21,9-7 17:00,,,,,,,,,,,,,,,,,,,,,,维勒斯U21,15,1,維勒斯U21,,2026,,乌克U21,烏克U21,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3056021,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,嚎叫者SC,,1,嚎叫者SC,9-7 17:20,,,,,,,,,,,,,,,,,,,,,,宗祖FC,,0,宗祖FC,,2026,,印锡S联,印锡S联,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087265,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7,1.0,-0.75,0.89,0.81,-0.25,0.78,0.92,-0.5,0.72,0.98,-0.25,0.47,1.29,0.0,0.85,0.85,-0.25,马哈尔联,11,4,馬哈爾聯,9-7 17:40,,1.55,3.75,4.2,1.01,13.0,11.5,1.78,3.15,3.7,2.02,3.75,2.57,1.01,13.0,11.0,2.23,3.55,2.39,,,伊斯佩FC,10,2,伊斯佩FC,-0.5,2026,,缅甸联,緬甸聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3069865,,,20260908_072956,,-1,,0.9,0.8,3.5,0.83,0.87,5.25,0.8,0.9,3.25,0.82,0.88,1.5,0.05,2.85,2.5,1.02,0.68,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,LNZ切尔卡瑟U21,9,1,LNZ切爾卡瑟U21,9-7 18:00,,,,,,,,,,,,,,,,,,,,,,基辅迪纳摩U21,2,0,基輔戴拿模U21,,2026,,乌克U21,烏克U21,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3056015,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,切尔诺夫策U21,11,2,切爾諾夫策U21,9-7 18:00,,,,,,,,,,,,,,,,,,,,,,艾彼辛特U21,10,1,艾彼辛特U21,,2026,,乌克U21,烏克U21,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3056016,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,托米里斯图兰女足,,2,托米里斯图兰女足,9-7 18:00,,,,,,,,,,,,,,,,,,,,,,阿拉木图凯拉特女足,,1,阿拉木圖凱拉特女足,,2026,,哈萨克女超,哈薩克女超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087286,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.03,0.67,0.0,0.96,0.74,0.0,0.97,0.73,0.0,1.07,0.63,0.0,0.01,3.22,0.25,0.94,0.76,0.0,FK泽尼特伊热夫斯克,乌8,0,FK澤尼特伊熱夫斯克,9-7 19:00,,2.56,2.1,3.55,46.0,1.01,23.0,2.49,2.19,3.45,3.05,2.6,2.24,21.0,16.5,1.03,3.05,2.77,2.17,,,奥伦堡B队,乌7,3,奧倫堡B隊,0,2026,,俄乙B南降,俄乙B南降,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3082603,,,20260908_072956,,-1,,1.03,0.67,2.75,0.11,2.43,3.5,0.9,0.8,2.75,0.81,0.89,1.25,0.01,3.22,0.5,1.04,0.66,1.0,,,,,,,,,
,0.85,0.91,-0.25,4.76,0.03,-0.25,0.96,0.74,-0.25,0.67,1.09,0.0,0.87,0.95,0.0,0.72,0.98,0.0,努库斯咸海,1,1,努庫斯鹹海,9-7 19:00,,2.07,2.92,3.4,13.0,14.5,1.03,2.23,2.68,3.35,2.74,3.45,2.15,1.01,21.0,11.5,2.88,3.35,2.11,,,费尔干纳大学,5,1,費爾乾納大學,-0.25,2026,,乌兹甲,烏茲甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2971078,,,20260908_072956,,-1,,0.89,0.87,2.5,0.03,4.34,2.5,0.82,0.88,2.5,0.95,0.81,1.0,0.04,4.16,1.5,0.86,0.84,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FA共和国,11,3,FA共和國,9-7 19:00,,,,,,,,,,,,,,,,,,,,,,卡塔库尔甘,7,1,卡塔庫爾甘,,2026,,乌兹甲,烏茲甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2971079,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.82,0.88,-0.5,1.85,0.24,-0.25,0.82,0.88,-0.75,0.85,0.85,-0.25,0.35,1.53,0.0,0.76,0.94,-0.25,奥林比亚会后备队,,2,奧林比亞會後備隊,9-7 19:00,,1.76,3.25,3.65,5.0,11.5,1.16,1.64,3.7,3.7,2.18,3.8,2.33,6.7,11.0,1.1,2.09,4.05,2.35,,,泰里尼登斯后备队,,1,泰里尼登斯後備隊,-0.75,2026,,巴拉后备,巴拉後,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087283,,,20260908_072956,,-1,,0.86,0.84,3.0,0.17,2.12,2.5,0.78,0.92,3.0,0.81,0.89,1.25,0.11,2.43,0.5,0.82,0.88,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,鲁毕奥后备队,,0,魯畢奧後備隊,9-7 19:00,,,,,,,,,,,,,,,,,,,,,,自由队后备队,,6,利伯泰迪後備隊,,2026,,巴拉后备,巴拉後,,,,3087298,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,佩历克B队,3,1,佩歷克B隊,9-7 19:30,,,,,,,,,,,,,,,,,,,,,,安德拉尼克,4,3,安德拉尼克,,2026,,阿美甲,阿美甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3048090,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.68,1.02,-0.5,0.81,1.01,0.25,,,,0.45,1.33,0.0,1.07,0.75,0.0,莫恩巴甘II,,1,莫恩巴甘II,9-7 19:30,,,,,1.22,9.7,5.0,2.78,2.21,3.25,,,,5.2,8.3,1.23,4.1,3.55,1.68,,,东孟加拉,,1,東孟加拉,0.25,2026,,加尔联,加爾聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086491,,,20260908_072956,,-1,,,,,0.91,0.79,2.75,0.97,0.83,2.25,,,,0.25,1.81,0.5,1.01,0.79,0.5,,,,,,,,,
,1.03,0.67,0.0,0.02,3.12,0.25,0.9,0.8,0.0,0.97,0.73,0.0,1.07,0.63,0.0,0.89,0.81,0.0,广东广州豹U21,2,0,廣東廣州豹U21,9-7 19:30,,2.54,2.08,3.65,14.0,11.0,1.01,2.35,2.24,3.6,3.0,2.65,2.28,11.0,9.1,1.05,2.84,2.73,2.32,,,武汉三镇U21,14,0,武漢三鎮U21,0,2026,,中U21,中U21,,,,3087344,,,20260908_072956,,-1,,1.0,0.7,3.0,0.02,3.12,0.5,0.95,0.75,3.0,0.89,0.81,1.25,0.06,2.77,0.5,0.85,0.85,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,丹戎巴葛U23,,1,丹戎巴葛U23,9-7 19:30,,,,,,,,,,,,,,,,,,,,,,卡沙U23,,2,卡沙U23,,2026,,新加坡U23,新加坡U23,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087269,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,裕廊U23,,0,裕廊U23,9-7 19:30,,,,,,,,,,,,,,,,,,,,,,芽笼国际U23,,3,芽籠國際U23,,2026,,新加坡U23,新加坡U23,,,,3087292,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,诺亚B队,9,1,諾亞B隊,9-7 20:00,,,,,,,,,,,,,,,,,,,,,,阿拉拉特,10,1,阿拉拉特,,2026,,阿美甲,阿美甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3048091,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,奥林匹亚埃里温,1,1,奧林匹亞埃里溫,9-7 20:00,,,,,,,,,,,,,,,,,,,,,,艾拉华特B队,15,0,艾拉華特B隊,,2026,,阿美甲,阿美甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3048092,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,加云,10,1,加雲,9-7 20:00,,,,,,,,,,,,,,,,,,,,,,奇兹里克FC,14,0,奇茲里克FC,,2026,,乌兹甲,烏茲甲,2026-09-06,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260906.json,Next_20260906,2971083,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,阿科哈黎,,0,阿科哈黎,9-7 20:00,,,,,,,,,,,,,,,,,,,,,,阿尔阿希德,黎巴联3,4,阿爾阿赫德,,2026,,黎足总,黎足總,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3085608,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.82,1.06,2.0,0.02,5.55,0.25,0.85,0.85,2.0,1.08,0.8,0.75,0.01,5.88,0.25,0.67,1.03,1.0,葡萄牙女足U20,,0,葡萄牙女足U20,9-7 21:00,,9.3,1.2,6.2,26.0,1.04,10.0,10.0,1.13,5.9,7.6,1.59,2.94,21.0,1.01,15.5,8.2,1.5,2.76,,,朝鲜女足U20<font color=#880000>(中)</font>,,2,北韓女足U20<font color=#880000>(中)</font>,2,2026,,世女杯U20,世女盃U20,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3025595,,,20260908_072956,,-1,,0.87,0.99,3.5,0.01,5.26,2.5,0.78,0.92,3.25,0.88,0.98,1.5,0.01,5.26,1.5,0.98,0.72,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,中国女足U20,,5,中國女足U20,9-7 21:00,,,,,,,,,,,,,,,,,,,,,,新喀里多尼亚女足U20<font color=#880000>(中)</font>,,0,新喀里多尼亞女足U20<font color=#880000>(中)</font>,,2026,,世女杯U20,世女盃U20,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3025596,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.01,0.81,-0.25,5.26,0.01,-0.25,0.83,0.87,-0.25,0.69,1.14,0.0,0.59,1.29,0.0,0.6,1.11,0.0,潘塞莱科斯,希腊超14,0,彭錫拉高斯,9-7 21:00,,2.25,2.96,2.95,23.0,1.01,11.0,2.09,3.0,3.25,2.94,3.75,1.95,13.0,14.5,1.03,2.8,3.75,2.02,,,马尔科,南3,1,馬爾科,-0.25,2026,,希腊甲,希臘甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3077233,,,20260908_072956,,-1,,0.81,0.99,2.25,0.01,4.76,1.5,0.85,0.85,2.25,1.05,0.75,0.75,0.03,4.34,0.5,0.68,1.02,1.0,,,,,,,,,
,0.82,0.88,0.25,0.77,0.93,0.0,0.82,0.88,0.25,1.03,0.67,0.0,0.82,0.88,0.0,1.04,0.66,0.0,阿兰亚士邦U19,,0,阿蘭亞士邦U19,9-7 21:00,,2.67,2.08,3.4,10.5,11.0,1.04,2.69,2.08,3.35,3.2,2.64,2.17,11.5,12.0,1.02,3.25,2.66,2.14,,,里泽体育U19,,0,里澤士邦U19,0.25,2026,,土U19联,土U19聯,,,,3087401,,,20260908_072956,,-1,,0.83,0.87,2.75,0.04,2.94,0.5,0.76,0.94,2.75,1.04,0.66,1.0,0.02,3.12,0.5,0.99,0.71,1.0,,,,,,,,,
,0.77,0.93,1.25,0.02,3.12,0.25,0.96,0.74,1.0,0.84,0.86,0.5,1.47,0.38,0.0,0.79,0.91,0.5,安泰普FKU19,,0,安泰普FK U19,9-7 21:00,,4.85,1.41,4.3,13.5,1.01,11.0,4.9,1.42,4.1,4.8,1.86,2.48,18.5,1.01,9.3,4.95,1.91,2.35,,,哥兹塔比U19,,3,哥茲塔比U19,1,2026,,土U19联,土U19聯,,,,3087402,,,20260908_072956,,-1,,0.81,0.89,3.25,0.02,3.12,3.5,0.78,0.92,3.0,0.96,0.74,1.25,0.07,2.7,2.5,0.79,0.91,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,奇甘比,,2,奇甘比,9-7 21:00,,,,,,,,,,,,,,,,,,,,,,卢旺达警察,,1,盧旺達警察,,2026,,卢旺达联,盧旺達聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3086907,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.85,0.85,2.0,0.05,4.34,0.25,0.85,0.85,2.0,,,,0.1,3.57,0.25,1.03,0.67,0.75,卡巴列罗CG,,2,卡巴列羅CG,9-7 21:00,,10.0,1.13,5.9,1.01,17.0,13.5,10.0,1.13,5.9,,,,1.01,16.5,13.5,9.3,1.48,2.96,,,科洛尼澳,,0,科洛尼澳,2,2026,,巴拉丙,巴拉丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087281,,,20260908_072956,,-1,,0.75,0.95,3.25,0.05,4.0,2.5,0.75,0.95,3.25,,,,0.06,3.84,2.5,0.96,0.74,1.25,,,,,,,,,
,1.02,0.68,1.75,0.02,5.0,0.25,0.86,0.84,1.75,0.93,0.77,0.75,0.03,4.76,0.25,0.93,0.77,0.75,柏克塔哥B队,12,0,柏克塔哥B隊,9-7 21:30,,8.2,1.18,5.5,19.5,1.01,12.0,7.9,1.2,5.3,7.1,1.52,2.84,17.5,1.01,13.0,7.1,1.52,2.84,,,比克波德,2,1,比克波德,1.75,2026,,乌兹甲,烏茲甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2971081,,,20260908_072956,,-1,,1.0,0.7,3.25,0.01,4.76,1.5,0.82,0.88,3.25,0.73,0.97,1.5,0.01,4.76,1.5,0.73,0.97,1.5,,,,,,,,,
,0.88,0.94,0.5,0.01,5.26,0.25,0.9,0.8,0.5,0.86,0.96,0.25,1.42,0.52,0.0,0.84,0.86,0.25,Al纳萨U23,,0,Al納薩U23,9-7 21:50,,3.05,1.94,3.6,23.0,1.01,11.0,3.4,1.8,3.7,3.7,2.36,2.34,11.0,7.3,1.12,3.95,2.29,2.32,,,阿积曼U23,,1,阿積曼U23,0.5,2026,,阿联U23,阿聯U23,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083909,,,20260908_072956,,-1,,1.11,0.7,2.75,0.01,4.76,1.5,0.94,0.76,2.75,0.81,0.99,1.25,0.12,3.12,0.5,0.72,0.98,1.25,,,,,,,,,
,0.69,1.14,0.75,1.33,0.57,0.0,0.88,0.82,0.75,0.82,1.0,0.25,1.58,0.45,0.0,0.95,0.75,0.25,迪哈夫拉U23,,2,迪哈夫拉U23,9-7 21:50,,3.3,1.83,3.65,16.5,1.01,13.0,4.05,1.63,3.85,3.95,2.29,2.34,11.0,7.8,1.11,4.5,2.13,2.33,,,艾维赫达U23,,3,阿爾華達U23,0.75,2026,,阿联U23,阿聯U23,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083910,,,20260908_072956,,-1,,1.03,0.77,2.75,0.18,2.63,4.5,0.9,0.8,2.75,0.79,1.01,1.25,0.13,3.03,0.5,0.7,1.0,1.25,,,,,,,,,
,1.05,0.77,0.0,5.0,0.02,-0.25,0.72,0.98,0.0,1.02,0.8,0.0,5.26,0.01,-0.25,0.74,0.96,0.0,尼基沃罗,北2,1,歷基禾路斯,9-7 22:00,,2.88,2.48,2.71,18.0,1.01,12.5,2.44,2.82,2.82,3.7,3.3,1.82,20.0,1.01,12.0,3.35,3.75,1.79,,,卡利地亚雅典,南5,2,卡利地亞雅典,0,2026,,希腊甲,希臘甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3077235,,,20260908_072956,,-1,,0.96,0.84,1.75,0.01,4.76,3.5,0.87,0.83,1.75,0.85,0.95,0.75,0.01,4.76,1.5,0.75,0.95,0.75,,,,,,,,,
,1.07,0.77,2.0,0.07,4.0,0.25,0.78,0.98,1.75,0.79,1.05,1.0,0.07,4.0,0.25,0.81,0.95,0.75,阿森纳捷尔任斯克,12,1,阿森納捷爾任斯克,9-7 22:00,,14.5,1.12,7.1,23.0,8.3,1.04,10.0,1.23,5.3,11.0,1.45,2.97,17.0,1.01,13.5,8.4,1.66,2.5,,,伊斯洛奇明斯克,1,1,伊斯洛奇明斯克,1.75,2026,,白俄超,白俄超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2948589,,,20260908_072956,,-1,,1.08,0.74,3.0,0.06,3.84,2.5,0.83,0.93,2.75,0.96,0.86,1.25,0.02,4.54,1.5,0.7,1.06,1.25,,,,,,,,,
Crow*,0.82,0.94,0.25,,,,0.85,0.97,0.25,,,,,,,,,,开塞利体育,4,3,卡塞利,9-7 22:00,Titan007百家欧赔均值,2.77,2.28,3.33,,,,2.8,2.26,3.35,,,,,,,,,,,,厄洛克士邦,16,0,厄洛克士邦,0.25,2026,20260908_072956,土甲,土甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3030138,20260907_072747,,20260908_072956,,-1,Crow*,0.98,0.78,2.5,,,,1.0,0.8,2.5,,,,,,,,,,,,,,,,,,
