ah_full_company,ah_full_current_away_or_under,ah_full_current_home_or_over,ah_full_current_line_or_draw,ah_full_live_away_or_under,ah_full_live_home_or_over,ah_full_live_line_or_draw,ah_full_open_away_or_under,ah_full_open_home_or_over,ah_full_open_line_or_draw,ah_half_current_away_or_under,ah_half_current_home_or_over,ah_half_current_line_or_draw,ah_half_live_away_or_under,ah_half_live_home_or_over,ah_half_live_line_or_draw,ah_half_open_away_or_under,ah_half_open_home_or_over,ah_half_open_line_or_draw,away_cn,away_rank_or_stage,away_score,away_tw,bj_time,euro_full_company,euro_full_current_away_or_under,euro_full_current_home_or_over,euro_full_current_line_or_draw,euro_full_live_away_or_under,euro_full_live_home_or_over,euro_full_live_line_or_draw,euro_full_open_away_or_under,euro_full_open_home_or_over,euro_full_open_line_or_draw,euro_half_current_away_or_under,euro_half_current_home_or_over,euro_half_current_line_or_draw,euro_half_live_away_or_under,euro_half_live_home_or_over,euro_half_live_line_or_draw,euro_half_open_away_or_under,euro_half_open_home_or_over,euro_half_open_line_or_draw,future_ah_line_hint,future_total_line_hint,home_cn,home_rank_or_stage,home_score,home_tw,initial_ah_hint,initial_total_hint,latest_snapshot_stamp,league_cn,league_tw,list_date,list_lock_source,list_source,match_id,odds_frozen_from_snapshot,refresh_status,snapshot_stamp,source_page,state,total_full_company,total_full_current_away_or_under,total_full_current_home_or_over,total_full_current_line_or_draw,total_full_live_away_or_under,total_full_live_home_or_over,total_full_live_line_or_draw,total_full_open_away_or_under,total_full_open_home_or_over,total_full_open_line_or_draw,total_half_current_away_or_under,total_half_current_home_or_over,total_half_current_line_or_draw,total_half_live_away_or_under,total_half_live_home_or_over,total_half_live_line_or_draw,total_half_open_away_or_under,total_half_open_home_or_over,total_half_open_line_or_draw,xml_ah_away_water,xml_ah_home_water,xml_ah_line,xml_euro_away,xml_euro_draw,xml_euro_home,xml_total_line,xml_total_over_water,xml_total_under_water
,0.81,1.01,1.0,0.1,3.57,0.25,0.82,0.94,1.0,0.74,1.08,0.5,0.08,3.84,0.25,0.74,1.02,0.5,马莱文镇,英南超22,0,馬萊文鎮,9-8 02:45,,4.35,1.58,4.2,18.5,1.01,12.5,4.55,1.55,4.2,4.4,2.08,2.42,16.5,10.5,1.04,4.7,2.02,2.43,,,瑞迪契,英南超中11,4,雷笛特,1,2026,,英足总杯,英足總盃,,,,3087312,,,20260908_072956,,-1,,0.97,0.83,3.0,0.09,3.44,4.5,0.88,0.88,3.0,0.93,0.87,1.25,0.05,4.0,0.5,0.86,0.9,1.25,,,,,,,,,
,1.01,0.81,0.0,0.91,0.91,0.0,0.78,0.98,0.75,1.04,0.78,0.0,5.26,0.01,-0.25,0.89,0.87,0.25,彻特西镇,英南超7,2,徹特西鎮,9-8 02:45,,2.51,2.26,3.6,1.04,29.0,8.3,3.65,1.76,3.9,3.15,2.75,2.29,1.01,16.5,13.5,4.1,2.23,2.35,,,卡尔顿斯,英依超2,1,卡爾夏登,0.75,2026,,英足总杯,英足總盃,,,,3087313,,,20260908_072956,,-1,,1.01,0.79,2.75,0.18,2.63,3.5,0.78,0.98,3.0,0.77,1.03,1.25,0.01,4.76,2.5,0.78,0.98,1.25,,,,,,,,,
,0.98,0.84,0.75,1.11,0.66,0.0,0.95,0.81,0.75,1.03,0.79,0.25,1.08,0.68,0.0,1.0,0.76,0.25,温斯洛联队,,1,温斯洛聯隊,9-8 02:45,,4.25,1.62,4.0,21.0,1.01,15.5,4.25,1.62,4.0,4.55,2.11,2.35,29.0,1.01,13.0,4.55,2.11,2.35,,,史云顿超级海军,,3,史雲頓超級海軍,0.75,2026,,英足总杯,英足總盃,,,,3087314,,,20260908_072956,,-1,,0.99,0.81,2.75,0.12,2.77,4.5,0.97,0.79,2.75,0.77,1.03,1.25,0.05,3.44,3.5,0.75,1.01,1.25,,,,,,,,,
Crow*,0.89,0.87,0.5,,,,0.92,0.9,0.5,,,,,,,,,,南锡,7,0,南錫,9-8 02:45,Titan007百家欧赔均值,3.75,1.91,3.39,,,,3.85,1.89,3.44,,,,,,,,,,,,南特,18,1,南特,0.5,2026,20260908_072956,法乙,法乙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2997713,20260907_072747,,20260908_072956,,-1,Crow*,0.88,0.88,2.5,,,,0.9,0.9,2.5,,,,,,,,,,,,,,,,,,
Crow*,1.05,0.77,0.0,,,,0.91,0.91,0.0,,,,,,,,,,AFC温布尔登,19,2,AFC溫布頓,9-8 03:00,Titan007百家欧赔均值,3.02,2.19,3.35,,,,2.78,2.42,3.28,,,,,,,,,,,,布罗姆利,21,0,布羅姆利,0,2026,20260908_072956,英甲,英甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3007081,20260907_072747,,20260908_072956,,-1,Crow*,0.81,0.99,2.5,,,,0.88,0.92,2.5,,,,,,,,,,,,,,,,,,
,0.79,1.07,0.75,0.06,4.16,0.25,0.9,0.92,0.75,0.91,0.95,0.25,1.14,0.69,0.0,0.98,0.84,0.25,彭拿费尔U23,10,3,彭拿費爾U23,9-8 03:00,,3.55,1.84,3.6,14.5,11.5,1.04,3.95,1.72,3.75,4.1,2.36,2.21,14.0,12.0,1.04,4.4,2.21,2.27,,,布拉加U23,5,3,布拉加U23,0.75,2026,,葡U23,葡U23,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3056275,,,20260908_072956,,-1,,0.85,0.99,2.75,0.05,4.0,6.5,0.87,0.93,2.75,1.11,0.74,1.0,0.05,4.0,4.5,0.7,1.11,1.25,,,,,,,,,
,0.7,1.13,0.25,5.0,0.02,-0.25,0.82,0.88,0.25,1.02,0.8,0.0,0.02,5.0,0.25,1.11,0.6,0.0,特雷维索,11,1,泰列維素,9-8 03:00,,2.81,2.44,2.82,14.0,15.5,1.02,3.2,2.18,2.88,3.6,3.25,1.87,15.0,14.5,1.02,3.95,2.97,1.89,,,阿尔希欧蕾,6,1,阿爾希歐蕾,0.25,2026,,意丙,意丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3050522,,,20260908_072956,,-1,,0.79,1.01,2.0,0.01,4.76,2.5,0.78,0.92,2.0,0.93,0.87,0.75,0.01,4.76,0.5,0.9,0.8,0.75,,,,,,,,,
,0.98,0.84,0.25,0.91,0.91,0.0,0.9,0.8,0.25,0.65,1.2,0.25,0.01,5.26,0.25,0.56,1.16,0.25,US弗格尔,14,0,US弗格爾,9-8 03:00,,3.05,2.08,3.2,29.0,1.04,7.9,3.25,2.08,3.05,3.8,2.72,2.05,18.5,1.01,12.5,4.05,2.87,1.9,,,韦尔切利,16,1,維塞利,0.25,2026,,意丙,意丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3050528,,,20260908_072956,,-1,,0.95,0.85,2.25,0.2,2.5,1.5,0.84,0.86,2.0,0.76,1.04,1.0,0.02,4.54,1.5,0.92,0.78,0.75,,,,,,,,,
,0.79,1.03,0.25,1.51,0.48,0.0,0.82,0.88,0.25,1.08,0.74,0.0,0.03,4.76,0.25,1.08,0.62,0.0,诺瓦拉,15,2,路華拿,9-8 03:00,,2.9,2.28,2.98,1.01,16.5,13.5,3.05,2.16,3.0,3.6,3.05,1.95,16.0,13.5,1.02,3.75,2.9,1.96,,,AC雷纳特,20,1,雷納特,0.25,2026,,意丙,意丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3050529,,,20260908_072956,,-1,,0.8,1.0,2.25,0.06,3.84,2.5,0.78,0.92,2.25,1.08,0.72,0.75,0.01,4.76,0.5,1.04,0.66,0.75,,,,,,,,,
,0.94,0.88,0.25,0.03,4.76,0.25,0.8,0.9,0.5,1.28,0.6,0.0,0.03,4.76,0.25,0.67,1.03,0.25,莱科,17,0,萊可,9-8 03:00,,3.05,2.14,3.1,16.0,13.5,1.02,3.6,1.9,3.15,3.7,2.77,2.04,15.5,13.5,1.02,4.2,2.58,2.02,,,特伦托,7,1,特倫托,0.5,2026,,意丙,意丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3050530,,,20260908_072956,,-1,,0.92,0.88,2.25,0.02,4.54,0.5,0.8,0.9,2.25,0.71,1.09,1.0,0.02,4.54,0.5,0.66,1.04,1.0,,,,,,,,,
,0.83,0.99,0.5,0.97,0.85,0.0,0.82,0.88,0.25,0.71,1.12,0.25,1.08,0.74,0.0,1.08,0.62,0.0,国际米兰U23,8,1,國際米蘭U23,9-8 03:00,,3.45,1.99,3.05,16.5,1.01,13.5,3.05,2.15,3.05,4.15,2.62,2.01,26.0,1.03,9.0,3.7,2.87,2.0,,,AZ皮切尔诺,3,4,AZ皮切爾諾,0.25,2026,,意丙,意丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3051288,,,20260908_072956,,-1,,0.83,0.97,2.25,0.18,2.63,4.5,0.78,0.92,2.25,1.12,0.69,0.75,0.05,4.0,2.5,1.06,0.64,0.75,,,,,,,,,
Crow*,0.78,0.98,0.5,,,,0.75,0.95,0.5,,,,,,,,,,雷科莱塔,秋11,0,雷科萊塔,9-8 03:00,Titan007百家欧赔均值,3.63,1.91,3.35,,,,3.61,1.92,3.37,,,,,,,,,,,,亚松森瓜拉尼,秋8,2,瓜蘭尼,0.5,2026,20260908_072956,巴拉甲秋,巴拉甲秋,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3074173,20260907_072747,,20260908_072956,,-1,Crow*,0.83,0.93,2.5,,,,0.8,0.9,2.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,连菲特女足,,2,連菲特女足,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,格伦杜兰女足,,4,格倫杜蘭女足,,2026,,北爱女超,北愛女超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083903,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.8,-0.25,0.8,0.9,0.0,0.98,0.72,-0.25,,,,0.92,0.78,0.0,0.71,0.99,0.0,艾美利亚诺体育后备队,,0,艾美利亞諾體育後備隊,9-8 03:00,,2.05,2.5,3.8,13.0,1.01,11.0,2.22,2.66,3.1,,,,10.0,9.5,1.06,2.54,2.93,2.41,,,路昆奴体育后备队,,2,路昆奴體育後備隊,-0.25,2026,,巴拉后备,巴拉後,,,,3087297,,,20260908_072956,,-1,,1.0,0.7,3.25,0.13,2.32,2.5,0.84,0.86,2.25,,,,0.06,2.77,0.5,0.98,0.72,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,巴利米纳后备队,,0,巴利米納後備隊,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,利马瓦迪后备队,,4,利馬瓦迪後備隊,,2026,,北爱后备,北愛後備,,,,3087342,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,波达丹后备队,,1,波達丹後備隊,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,林菲尔德后备队,,1,連菲特後備隊,,2026,,北爱后备,北愛後備,,,,3087752,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,班高U20,,1,班高U20,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,邓甘嫩后备队,,4,鄧根倫後備隊,,2026,,北爱后备,北愛後備,,,,3087767,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,克鲁萨德后备队,,3,十字軍後備隊,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,卡域克流浪后备队,,1,卡域克流浪後備隊,,2026,,北爱后备,北愛後備,,,,3087768,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,洛沃斯墨后备队,,1,洛沃斯墨後備隊,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,摩塔瓜后备队,,2,摩塔瓜後備隊,,2026,,洪都后备,洪都后備,,,,3087403,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,约瑟斯独立PR,,2,約瑟斯獨立PR,9-8 03:00,,,,,,,,,,,,,,,,,,,,,,隆迪那,,3,隆德里納,,2026,,巴帕杯,巴帕杯,,,,3087306,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crow*,0.86,0.84,-0.75,,,,0.9,0.8,-0.5,,,,,,,,,,骑兵队,1,3,騎兵隊,9-8 03:10,Titan007百家欧赔均值,1.68,4.15,3.72,,,,1.73,3.99,3.68,,,,,,,,,,,,HFX流浪者,6,1,HFX流浪者,-0.5,2026,20260908_072956,加拿职,加拿職,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2937606,20260907_072747,,20260908_072956,,-1,Crow*,0.82,0.88,2.75,,,,0.8,0.9,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.84,1.04,0.25,,,,0.82,1.06,0.5,,,,,,,,,,阿罗卡,5,0,阿洛卡,9-8 03:15,Titan007百家欧赔均值,3.21,2.14,3.37,,,,2.96,2.32,3.35,,,,,,,,,,,,埃斯托里尔,17,0,伊斯托里爾,0.5,2026,20260908_072956,葡超,葡超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3023468,20260907_072747,,20260908_072956,,-1,Crow*,0.94,0.92,2.5,,,,0.96,0.9,2.5,,,,,,,,,,,,,,,,,,
,1.07,0.75,-0.75,2.32,0.25,-0.25,0.79,0.97,-1.0,0.87,0.95,-0.25,3.84,0.08,-0.25,0.93,0.83,-0.5,贝雷达比历克女足,2,1,貝雷達比歷克女足,9-8 03:15,,1.82,3.1,4.0,5.8,13.5,1.14,1.47,4.7,4.4,2.19,3.6,2.59,1.01,20.0,12.0,1.96,4.65,2.53,,,图罗杜尔女足,5,1,圖羅杜爾女足,-1,2026,,冰女超,冰女超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2924697,,,20260908_072956,,-1,,0.94,0.86,3.5,0.17,2.7,2.5,0.91,0.85,3.25,0.87,0.93,1.5,0.06,3.84,1.5,1.03,0.73,1.25,,,,,,,,,
,0.76,1.06,0.5,0.71,1.12,0.0,0.78,0.98,0.5,1.08,0.74,0.0,0.06,4.16,0.25,0.71,1.05,0.25,维京古尔女足,10,2,維京古女足,9-8 03:15,,2.59,2.12,3.8,7.3,8.7,1.15,2.79,2.01,3.8,3.05,2.56,2.48,1.01,26.0,11.0,3.25,2.44,2.48,,,加尔扎拜尔星女足,4,1,史達蘭女足,0.5,2026,,冰女超,冰女超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2924698,,,20260908_072956,,-1,,0.99,0.81,3.25,0.18,2.63,2.5,0.93,0.83,3.25,1.05,0.75,1.25,0.06,3.84,1.5,1.01,0.75,1.25,,,,,,,,,
Crow*,0.94,0.94,-0.25,,,,0.81,1.07,0.0,,,,,,,,,,皇家社会,14,3,皇家蘇斯達,9-8 03:30,Titan007百家欧赔均值,2.46,2.79,3.34,,,,2.24,3.11,3.5,,,,,,,,,,,,埃尔切,19,2,艾爾切,0,2026,20260908_072956,西甲,西甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3013675,20260907_072747,,20260908_072956,,-1,Crow*,0.87,1.01,2.75,,,,0.9,0.96,2.5,,,,,,,,,,,,,,,,,,
Crow*,1.02,0.74,0.0,,,,1.05,0.77,0.0,,,,,,,,,,基尔梅斯,24,0,基爾梅斯,9-8 04:00,Titan007百家欧赔均值,2.79,2.65,2.73,,,,2.87,2.54,2.81,,,,,,,,,,,,新芝加哥,31,1,新芝加哥,0,2026,20260908_072956,阿乙,阿乙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2916657,20260907_072747,,20260908_072956,,-1,Crow*,0.85,0.91,2.0,,,,0.8,1.0,2.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,高士路MG女足,7,1,高士路MG女足,9-8 04:00,,,,,,,,,,,,,,,,,,,,,,科林蒂安女足,2,3,哥連泰斯女足,,2026,,巴西女锦,巴西女錦,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3072718,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.85,0.99,1.25,0.02,5.55,0.25,0.91,0.91,1.0,0.92,0.92,0.5,0.05,4.76,0.25,0.83,0.99,0.5,温哥华白帽后备队,,0,溫哥華白帽後備隊,9-8 04:00,,5.0,1.45,4.7,16.5,14.5,1.01,4.35,1.54,4.5,4.8,1.92,2.56,15.5,12.5,1.03,4.4,1.96,2.62,,,波特兰伐木者后备队,,0,波特蘭伐木者後備隊,1,2026,,美预备联,美預備聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083902,,,20260908_072956,,-1,,0.99,0.83,3.25,0.01,5.26,0.5,0.86,0.94,3.5,0.8,1.02,1.5,0.03,4.76,0.5,0.82,0.98,1.5,,,,,,,,,
,0.99,0.83,0.25,0.06,4.16,0.25,0.74,0.96,0.25,0.66,1.19,0.25,0.03,4.76,0.25,0.98,0.72,0.0,比特布尔思,,2,比特布爾斯,9-8 04:30,,3.1,2.08,3.15,1.01,26.0,11.0,2.63,2.2,3.5,3.75,2.68,2.09,1.01,26.0,10.5,3.2,2.81,2.2,,,肯梅利塔,,1,肯梅利塔,0.25,2026,,哥斯乙,哥斯乙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083906,,,20260908_072956,,-1,,0.85,0.95,2.5,0.05,4.0,3.5,0.8,0.9,2.75,0.89,0.91,1.0,0.02,4.54,1.5,1.02,0.68,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,巴拉纳瓦伊,,3,帕拉納瓦,9-8 04:30,,,,,,,,,,,,,,,,,,,,,,巴拉那竞技B队,,0,巴拉那競技B隊,,2026,,巴帕杯,巴帕杯,,,,3087771,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.97,0.73,0.25,0.36,1.51,0.0,0.95,0.75,-0.25,0.62,1.08,0.25,0.99,0.71,0.0,0.69,1.01,0.0,AC科林纳,,0,AC科林納,9-8 05:00,,3.1,1.98,3.1,19.0,1.1,5.3,2.18,2.71,3.1,3.8,2.61,1.99,12.5,11.5,1.01,2.87,3.4,1.98,,,奥瓦莱队,,1,奧瓦萊隊,-0.25,2026,,智利丙,智利丙,,,,3083905,,,20260908_072956,,-1,,0.85,0.85,2.25,0.23,1.88,1.5,0.85,0.85,2.25,0.76,0.94,1.0,0.01,3.22,0.5,0.68,1.02,1.0,,,,,,,,,
,0.92,0.92,0.75,0.1,3.84,0.25,0.83,0.93,0.75,0.99,0.85,0.25,0.03,5.26,0.25,0.92,0.84,0.25,普拉斯哥野,2,2,普拉斯哥野,9-8 05:00,,4.3,1.71,3.55,1.02,26.0,9.4,4.25,1.71,3.55,4.65,2.25,2.17,1.01,20.0,12.0,4.6,2.24,2.19,,,帕桑度,7,1,彼辛度,0.75,2026,,巴丙,巴丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3084070,,,20260908_072956,,-1,,0.92,0.9,2.5,0.07,4.0,3.5,0.86,0.9,2.5,0.99,0.83,1.0,0.01,5.26,3.5,0.93,0.83,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,伊斯柏纳后备队,,2,伊斯柏納後備隊,9-8 05:00,,,,,,,,,,,,,,,,,,,,,,CD马拉顿后备,,1,CD馬拉頓后備,,2026,,洪都后备,洪都后備,,,,3087399,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crow*,1.14,0.63,0.0,,,,1.0,0.7,0.0,,,,,,,,,,巴拉圭国民,秋4,0,國民會,9-8 05:30,Titan007百家欧赔均值,3.01,2.41,2.85,,,,3.14,2.35,2.86,,,,,,,,,,,,波特诺山丘,秋7,1,波坦奴,0,2026,20260908_072956,巴拉甲秋,巴拉甲秋,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3074174,20260907_072747,,20260908_072956,,-1,Crow*,0.92,0.84,2.0,,,,0.89,0.81,2.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,雪兰莪U23,,0,雪蘭莪U23,9-7 16:45,,,,,,,,,,,,,,,,,,,,,,马来西亚大学,,0,馬來西亞大學,,2026,,马来A1联,馬來A1聯,2026-09-06,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260906.json,Next_20260906,3081583,,,20260908_072956,,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,卡利杰后备队,,1,卡利傑後備隊,9-7 21:10,,,,,,,,,,,,,,,,,,,,,,阿尔塔达孟拉夫哈U21,,0,阿爾塔達孟拉夫哈U21,,2026,,沙地后备,沙地後備,,,,3087774,,,20260908_072956,,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,帕兰德森后备队,,1,帕蘭德森後備隊,9-8 05:00,,,,,,,,,,,,,,,,,,,,,,乔洛马后备队,,1,喬洛馬後備隊,,2026,,洪都后备,洪都后備,,,,3087404,,,20260908_072956,,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.6,1.11,-0.5,,,,0.8,0.9,-0.5,0.79,0.91,-0.25,,,,0.88,0.82,-0.25,华雷斯女足,春8,0,祖亞雷斯女足,9-8 05:45,,1.6,3.95,3.65,,,,1.8,3.2,3.55,2.12,4.05,2.32,,,,2.22,3.75,2.31,,,亚特兰特女足,春15,0,阿蘭特女足,-0.5,2026,,墨西女超春,墨西女超春,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3046015,,,20260908_072956,,-11,,0.95,0.75,2.75,,,,0.81,0.89,3.0,0.77,0.93,1.25,,,,0.78,0.92,1.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CD奥林匹亚后备队,,0,CD奧林匹亞後備隊,9-8 06:00,,,,,,,,,,,,,,,,,,,,,,奥兰乔FC后备,,0,奧蘭喬FC后備,,2026,,洪都后备,洪都后備,,,,3087400,,,20260908_072956,,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crow*,0.9,0.8,1.5,,,,0.9,0.8,1.5,,,,,,,,,,吉兰丹WTS FC,,,,9-8 16:45,Titan007百家欧赔均值,9.0,1.21,5.86,,,,7.98,1.26,5.12,,,,,,,,,,1.5,3,森美兰州,马来超9,,,,,,马足总,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3073577,,,20260908_072956,Titan007 Next,0,Crow*,0.88,0.82,3.0,,,,0.88,0.82,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.87,0.89,0.0,,,,0.87,0.89,0.0,,,,,,,,,,法玛利考U23,7,,,9-8 18:00,Titan007百家欧赔均值,2.4,2.47,3.5,,,,2.42,2.45,3.52,,,,,,,,,,0,2.75,埃斯托里尔U23,6,,,,,,葡U23,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3056273,,,20260908_072956,Titan007 Next,0,Crow*,0.89,0.87,2.75,,,,0.89,0.87,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.7,1.06,0.5,,,,0.8,0.96,0.5,,,,,,,,,,费尔格拉斯U23,15,,,9-8 18:00,Titan007百家欧赔均值,3.28,2.01,3.26,,,,3.24,2.02,3.28,,,,,,,,,,0.5,2.5,波蒂蒙尼斯U23,12,,,,,,葡U23,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3056278,,,20260908_072956,Titan007 Next,0,Crow*,0.86,0.9,2.5,,,,0.86,0.9,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.9,0.86,0.25,,,,0.9,0.86,0.25,,,,,,,,,,杜连斯U23,11,,,9-8 18:00,Titan007百家欧赔均值,3.03,2.15,3.22,,,,3.02,2.15,3.27,,,,,,,,,,0.25,2.25,里奥阿维U23,8,,,,,,葡U23,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3056279,,,20260908_072956,Titan007 Next,0,Crow*,0.83,0.93,2.5,,,,0.93,0.83,2.25,,,,,,,,,,,,,,,,,,
Crow*,0.82,1.06,0.75,,,,0.87,1.01,0.75,,,,,,,,,,富川FC,10,,,9-8 18:30,Titan007百家欧赔均值,4.5,1.74,3.43,,,,4.55,1.75,3.43,,,,,,,,,,0.75,2.25,仁川联,9,,,,,,韩K联,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,2929717,,,20260908_072956,Titan007 Next,0,Crow*,0.96,0.91,2.25,,,,0.95,0.92,2.25,,,,,,,,,,,,,,,,,,
Crow*,0.84,1.04,-0.25,,,,0.92,0.96,-0.25,,,,,,,,,,FC首尔,1,,,9-8 18:30,Titan007百家欧赔均值,2.18,3.1,3.26,,,,2.07,3.28,3.41,,,,,,,,,,-0.25,2.75,蔚山HD,3,,,,,,韩K联,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,2929718,,,20260908_072956,Titan007 Next,0,Crow*,1.07,0.8,2.75,,,,1.0,0.87,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.78,0.98,0.25,,,,0.78,0.98,0.25,,,,,,,,,,珀斯SC,4,,,9-8 19:00,Titan007百家欧赔均值,2.68,2.12,3.82,,,,2.63,2.17,3.76,,,,,,,,,,0.25,3.5,奥林匹克金威,2,,,,,,澳西超,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3087748,,,20260908_072956,Titan007 Next,0,Crow*,0.86,0.9,3.5,,,,0.86,0.9,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.92,0.78,-0.25,,,,0.92,0.78,-0.25,,,,,,,,,,曼彻斯特城U19,,,,9-8 19:00,Titan007百家欧赔均值,2.47,2.39,3.96,,,,2.2,2.59,3.86,,,,,,,,,,-0.25,3.25,波尔图U19,葡U19-2,,,,,,欧联U19,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3084125,,,20260908_072956,Titan007 Next,0,Crow*,0.91,0.79,3.25,,,,0.91,0.79,3.25,,,,,,,,,,,,,,,,,,
