日期,赛事,比赛分类,比赛,赛果,比分来源,模拟ID,市场框架,即时亚盘,盘口线,盘口档位,上盘方,候选标签,候选依据,候选映射方向,意图水位,意图结算,意图盈亏单位,意图均注盈亏,反向方向,反向水位,反向结算,反向盈亏单位,反向均注盈亏,有真实投注量,Polymarket/交易所情绪,流动性,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选,是否有效亚盘结算
2026-08-29,英甲,成年联赛T3,谢周三 vs 布罗姆利,7-2,ledger赛果兜底,20260829-TITAN-3007064-盘口快照-不形成模拟,盘口快照-不形成模拟,0.84/0.5/0.98,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位0.98，欧赔变化不大,下盘,0.98,输,-1.0,-1.0,上盘,0.84,赢,1.0,0.84,否,缺失,Titan价格流；PM/必发/BTTS缺,,3007064,英甲,英格兰,次次级,是,True
2026-08-29,英甲,成年联赛T3,斯蒂文尼奇 vs 唐卡斯特,2-2,ledger赛果兜底,20260829-TITAN-3007065-盘口快照-不形成模拟,盘口快照-不形成模拟,1.0/0.25/0.82,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.82，欧赔支持上盘,上盘,1.0,输半,-0.5,-0.5,下盘,0.82,赢半,0.5,0.41,否,缺失,Titan价格流；PM/必发/BTTS缺,,3007065,英甲,英格兰,次次级,是,True
2026-08-29,英甲,成年联赛T3,斯托克港 vs 韦康比流浪者,5-1,ledger赛果兜底,20260829-TITAN-3007066-盘口快照-不形成模拟,盘口快照-不形成模拟,0.88/0.5/0.94,0.5,半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.88，下盘水位0.94，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3007066,英甲,英格兰,次次级,是,False
2026-08-29,英冠,成年联赛T2,布莱克本 vs 女王公园巡游者,1-2,ledger赛果兜底,20260829-TITAN-3008176-盘口快照-不形成模拟,盘口快照-不形成模拟,1.09/0.25/0.79,0.25,平手/半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.09，下盘水位0.79，欧赔支持上盘,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008176,英冠,英格兰,次级,是,False
2026-08-29,英冠,成年联赛T2,博尔顿 vs 林肯城,0-1,ledger赛果兜底,20260829-TITAN-3008177-盘口快照-不形成模拟,盘口快照-不形成模拟,0.79/0.0/1.09,0.0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.79，下盘水位1.09，欧赔变化不大,上盘,0.79,输,-1.0,-1.0,下盘,1.09,赢,1.0,1.09,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008177,英冠,英格兰,次级,是,True
2026-08-29,英冠,成年联赛T2,布里斯托城 vs 朴茨茅斯,2-1,ledger赛果兜底,20260829-TITAN-3008178-盘口快照-不形成模拟,盘口快照-不形成模拟,0.94/0.25/0.94,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.94，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008178,英冠,英格兰,次级,是,False
2026-08-29,英冠,成年联赛T2,查尔顿 vs 普雷斯顿,1-0,ledger赛果兜底,20260829-TITAN-3008179-盘口快照-不形成模拟,盘口快照-不形成模拟,0.82/0.25/1.06,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.06，欧赔变化不大,下盘,1.06,输,-1.0,-1.0,上盘,0.82,赢,1.0,0.82,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008179,英冠,英格兰,次级,是,True
2026-08-29,英冠,成年联赛T2,米德尔斯堡 vs 西布罗姆维奇,3-1,ledger赛果兜底,20260829-TITAN-3008180-盘口快照-不形成模拟,盘口快照-不形成模拟,0.98/0.75/0.9,0.75,半球/一球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.90，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008180,英冠,英格兰,次级,是,False
2026-08-29,英冠,成年联赛T2,诺维奇 vs 伯恩利,4-1,ledger赛果兜底,20260829-TITAN-3008181-盘口快照-不形成模拟,盘口快照-不形成模拟,0.96/0.25/0.92,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.96，下盘水位0.92，欧赔削弱上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008181,英冠,英格兰,次级,是,False
2026-08-29,英冠,成年联赛T2,南安普敦 vs 米尔沃尔,5-1,ledger赛果兜底,20260829-TITAN-3008182-盘口快照-不形成模拟,盘口快照-不形成模拟,1.02/0.5/0.86,0.5,半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.02，下盘水位0.86，欧赔支持上盘,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008182,英冠,英格兰,次级,是,False
2026-08-29,英冠,成年联赛T2,沃特福德 vs 西汉姆联,1-1,ledger赛果兜底,20260829-TITAN-3008183-盘口快照-不形成模拟,盘口快照-不形成模拟,1.03/-0.5/0.85,-0.5,半球,客队,阻下/上盘保护,客队上盘，让球基本稳定，上盘水位0.85，下盘水位1.03，欧赔变化不大,上盘,0.85,输,-1.0,-1.0,下盘,1.03,赢,1.0,1.03,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008183,英冠,英格兰,次级,是,True
2026-08-29,英冠,成年联赛T2,狼队 vs 斯托克城,4-1,ledger赛果兜底,20260829-TITAN-3008184-盘口快照-不形成模拟,盘口快照-不形成模拟,0.97/1.0/0.91,1.0,一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.97，下盘水位0.91，欧赔支持上盘,上盘,0.97,赢,1.0,0.97,下盘,0.91,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008184,英冠,英格兰,次级,是,True
2026-08-29,英冠,成年联赛T2,卡迪夫城 vs 谢菲尔德联队,2-2,ledger赛果兜底,20260829-TITAN-3008185-盘口快照-不形成模拟,盘口快照-不形成模拟,0.81/-0.25/1.07,-0.25,平手/半球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.07，下盘水位0.81，欧赔削弱上盘,上盘,1.07,输半,-0.5,-0.5,下盘,0.81,赢半,0.5,0.405,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008185,英冠,英格兰,次级,是,True
2026-08-29,英冠,成年联赛T2,德比郡 vs 斯旺西,0-3,ledger赛果兜底,20260829-TITAN-3008186-盘口快照-不形成模拟,盘口快照-不形成模拟,1.0/0.25/0.88,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.88，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3008186,英冠,英格兰,次级,是,False
2026-08-29,西甲,成年联赛T1,莱万特 vs 皇家贝蒂斯,5-2,ledger赛果兜底,20260829-TITAN-3013666-盘口快照-不形成模拟,盘口快照-不形成模拟,0.98/-0.25/0.91,-0.25,平手/半球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.91，下盘水位0.98，欧赔削弱上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3013666,西甲,西班牙,顶级,是,False
2026-08-29,西甲,成年联赛T1,皇家社会 vs 西班牙人,2-1,ledger赛果兜底,20260829-TITAN-3013670-盘口快照-不形成模拟,盘口快照-不形成模拟,1.04/0.75/0.85,0.75,半球/一球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.04，下盘水位0.85，欧赔变化不大,上盘,1.04,赢半,0.5,0.52,下盘,0.85,输半,-0.5,-0.5,否,缺失,Titan价格流；PM/必发/BTTS缺,,3013670,西甲,西班牙,顶级,是,True
2026-08-29,西甲,成年联赛T1,塞维利亚 vs 马德里竞技,1-3,ledger赛果兜底,20260829-TITAN-3013671-盘口快照-不形成模拟,盘口快照-不形成模拟,0.81/-0.5/1.08,-0.5,半球,客队,阻上/降温保护,客队上盘，让球基本稳定，上盘水位1.08，下盘水位0.81，欧赔削弱上盘,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3013671,西甲,西班牙,顶级,是,False
2026-08-29,西乙,成年联赛T2,阿尔巴塞特 vs 皇家奥维耶多,0-1,ledger赛果兜底,20260829-TITAN-3014044-盘口快照-不形成模拟,盘口快照-不形成模拟,1.12/0.25/0.78,0.25,平手/半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.12，下盘水位0.78，欧赔变化不大,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014044,西乙,西班牙,次级,是,False
2026-08-29,西乙,成年联赛T2,赫罗纳 vs 拉斯帕尔马斯,5-2,ledger赛果兜底,20260829-TITAN-3014049-盘口快照-不形成模拟,盘口快照-不形成模拟,0.98/0.75/0.91,0.75,半球/一球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.91，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014049,西乙,西班牙,次级,是,False
2026-08-29,西乙,成年联赛T2,莱加内斯 vs 埃登斯,1-0,ledger赛果兜底,20260829-TITAN-3014050-盘口快照-不形成模拟,盘口快照-不形成模拟,0.96/0.5/0.93,0.5,半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.96，下盘水位0.93，欧赔削弱上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014050,西乙,西班牙,次级,是,False
2026-08-29,西乙,成年联赛T2,萨瓦德尔 vs 阿尔梅里亚,1-0,ledger赛果兜底,20260829-TITAN-3014052-盘口快照-不形成模拟,盘口快照-不形成模拟,0.85/0.0/1.04,0.0,平手,客队,阻上/降温保护,客队上盘，让球基本稳定，上盘水位1.04，下盘水位0.85，欧赔支持上盘,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014052,西乙,西班牙,次级,是,False
2026-08-29,西协甲,成年联赛T3,亚勒那斯 vs 费罗尔竞技,1-1,ledger赛果兜底,20260829-TITAN-3014484-盘口快照-不形成模拟,盘口快照-不形成模拟,0.79/0.0/1.03,0.0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.79，下盘水位1.03，欧赔变化不大,下盘,1.03,走,-0.0,0.0,上盘,0.79,走,0.0,0.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014484,西协甲,西班牙,次次级,是,True
2026-08-29,西协甲,成年联赛T3,梅里达AD vs 拉科鲁尼亚B队,1-0,ledger赛果兜底,20260829-TITAN-3014487-盘口快照-不形成模拟,盘口快照-不形成模拟,0.94/0.25/0.88,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.88，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014487,西协甲,西班牙,次次级,是,False
2026-08-29,西协甲,成年联赛T3,UD欧云斯 vs 邦弗拉甸拿,0-1,ledger赛果兜底,20260829-TITAN-3014488-盘口快照-不形成模拟,盘口快照-不形成模拟,0.91/0.0/0.91,0.0,平手,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.91，下盘水位0.91，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014488,西协甲,西班牙,次次级,是,False
2026-08-29,西协甲,成年联赛T3,萨莫拉 vs 毕尔巴鄂竞技B队,1-1,ledger赛果兜底,20260829-TITAN-3014493-盘口快照-不形成模拟,盘口快照-不形成模拟,0.96/0.5/0.86,0.5,半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.96，下盘水位0.86，欧赔削弱上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014493,西协甲,西班牙,次次级,是,False
2026-08-29,西协甲,成年联赛T3,艾基史拉斯 vs 卡塔赫纳,1-3,ledger赛果兜底,20260829-TITAN-3014865-盘口快照-不形成模拟,盘口快照-不形成模拟,0.92/0.25/0.9,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.92，下盘水位0.90，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014865,西协甲,西班牙,次次级,是,False
2026-08-29,西协甲,成年联赛T3,赫库斯 vs 穆尔西亚,1-2,ledger赛果兜底,20260829-TITAN-3014869-盘口快照-不形成模拟,盘口快照-不形成模拟,0.98/0.0/0.84,0.0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.84，下盘水位0.98，欧赔支持上盘,下盘,0.98,输,-1.0,-1.0,上盘,0.84,赢,1.0,0.84,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014869,西协甲,西班牙,次次级,是,True
2026-08-29,西协甲,成年联赛T3,韦斯卡 vs 圣特安德雷,1-0,ledger赛果兜底,20260829-TITAN-3014870-盘口快照-不形成模拟,盘口快照-不形成模拟,0.81/0.75/1.01,0.75,半球/一球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.01，欧赔变化不大,下盘,1.01,输半,-0.5,-0.5,上盘,0.81,赢半,0.5,0.405,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014870,西协甲,西班牙,次次级,是,True
2026-08-29,西协甲,成年联赛T3,瑞欧马加达宏达 vs 比利亚雷亚尔B队,1-2,ledger赛果兜底,20260829-TITAN-3014871-盘口快照-不形成模拟,盘口快照-不形成模拟,0.9/-0.25/0.92,-0.25,平手/半球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.92，下盘水位0.90，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3014871,西协甲,西班牙,次次级,是,False
2026-08-29,德甲,成年联赛T1,多特蒙德 vs 汉堡,2-0,ledger赛果兜底,20260829-TITAN-3018788-盘口快照-不形成模拟,盘口快照-不形成模拟,0.91/1.5/0.98,1.5,球半,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.91，下盘水位0.98，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3018788,德甲,德国,顶级,是,False
2026-08-29,德甲,成年联赛T1,埃弗斯堡 vs 勒沃库森,3-2,ledger赛果兜底,20260829-TITAN-3018789-盘口快照-不形成模拟,盘口快照-不形成模拟,0.92/-1.0/0.97,-1.0,一球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.97，下盘水位0.92，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3018789,德甲,德国,顶级,是,False
2026-08-29,德甲,成年联赛T1,科隆 vs 霍芬海姆,3-2,ledger赛果兜底,20260829-TITAN-3018790-盘口快照-不形成模拟,盘口快照-不形成模拟,0.93/-0.25/0.96,-0.25,平手/半球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.96，下盘水位0.93，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3018790,德甲,德国,顶级,是,False
2026-08-29,德甲,成年联赛T1,美因茨 vs 帕德博恩,0-0,ledger赛果兜底,20260829-TITAN-3018792-盘口快照-不形成模拟,盘口快照-不形成模拟,0.92/1.0/0.97,1.0,一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.92，下盘水位0.97，欧赔变化不大,上盘,0.92,输,-1.0,-1.0,下盘,0.97,赢,1.0,0.97,否,缺失,Titan价格流；PM/必发/BTTS缺,,3018792,德甲,德国,顶级,是,True
2026-08-29,德甲,成年联赛T1,RB莱比锡 vs 门兴格拉德巴赫,3-0,ledger赛果兜底,20260829-TITAN-3018793-盘口快照-不形成模拟,盘口快照-不形成模拟,0.97/1.0/0.92,1.0,一球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.97，下盘水位0.92，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3018793,德甲,德国,顶级,是,False
2026-08-29,德甲,成年联赛T1,柏林联合 vs 法兰克福,3-3,ledger赛果兜底,20260829-TITAN-3018794-盘口快照-不形成模拟,盘口快照-不形成模拟,0.95/0.0/0.94,0.0,平手,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.95，下盘水位0.94，欧赔支持上盘,上盘,0.95,走,0.0,0.0,下盘,0.94,走,-0.0,0.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3018794,德甲,德国,顶级,是,True
2026-08-29,德乙,成年联赛T2,科特布斯 vs 菲尔特,3-4,ledger赛果兜底,20260829-TITAN-3019112-盘口快照-不形成模拟,盘口快照-不形成模拟,0.92/0.0/0.97,0.0,平手,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.97，下盘水位0.92，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019112,德乙,德国,次级,是,False
2026-08-29,德乙,成年联赛T2,海登海姆 vs 德累斯顿,5-3,ledger赛果兜底,20260829-TITAN-3019114-盘口快照-不形成模拟,盘口快照-不形成模拟,0.94/0.25/0.95,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.95，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019114,德乙,德国,次级,是,False
2026-08-29,德乙,成年联赛T2,卡尔斯鲁厄 vs 沃尔夫斯堡,2-5,ledger赛果兜底,20260829-TITAN-3019115-盘口快照-不形成模拟,盘口快照-不形成模拟,1.05/-0.25/0.84,-0.25,平手/半球,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.84，下盘水位1.05，欧赔支持上盘,上盘,0.84,赢,1.0,0.84,下盘,1.05,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019115,德乙,德国,次级,是,True
2026-08-29,德乙,成年联赛T2,纽伦堡 vs 比勒菲尔德,4-1,ledger赛果兜底,20260829-TITAN-3019117-盘口快照-不形成模拟,盘口快照-不形成模拟,0.93/0.25/0.96,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.96，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019117,德乙,德国,次级,是,False
2026-08-29,法丙,成年联赛T3,亚眠 vs 维尔赛斯,3-0,ledger赛果兜底,20260829-TITAN-3019972-盘口快照-不形成模拟,盘口快照-不形成模拟,1.05/0.0/0.81,0.0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.81，下盘水位1.05，欧赔削弱上盘,下盘,1.05,赢,1.0,1.05,上盘,0.81,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019972,法丙,法国,次次级,是,True
2026-08-29,法丙,成年联赛T3,欧巴涅 vs 普瑞兰斯,2-0,ledger赛果兜底,20260829-TITAN-3019973-盘口快照-不形成模拟,盘口快照-不形成模拟,1.04/0.25/0.82,0.25,平手/半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.04，下盘水位0.82，欧赔变化不大,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019973,法丙,法国,次次级,是,False
2026-08-29,法丙,成年联赛T3,戛纳 vs 奥维涅,2-0,ledger赛果兜底,20260829-TITAN-3019975-盘口快照-不形成模拟,盘口快照-不形成模拟,0.94/0.25/0.92,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.92，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019975,法丙,法国,次次级,是,False
2026-08-29,法丙,成年联赛T3,奥兰斯 vs 永河畔拉罗什,0-1,ledger赛果兜底,20260829-TITAN-3019976-盘口快照-不形成模拟,盘口快照-不形成模拟,0.86/0.25/1.0,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.86，下盘水位1.00，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019976,法丙,法国,次次级,是,False
2026-08-29,法丙,成年联赛T3,克维伊 vs 弗勒里梅洛吉斯,2-1,ledger赛果兜底,20260829-TITAN-3019977-盘口快照-不形成模拟,盘口快照-不形成模拟,1.03/0.0/0.83,0.0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.83，下盘水位1.03，欧赔支持上盘,下盘,1.03,赢,1.0,1.03,上盘,0.83,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019977,法丙,法国,次次级,是,True
2026-08-29,法丙,成年联赛T3,蒂翁维尔 vs 巴黎13区竞技,1-1,ledger赛果兜底,20260829-TITAN-3019978-盘口快照-不形成模拟,盘口快照-不形成模拟,1.02/0.5/0.84,0.5,半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.02，下盘水位0.84，欧赔支持上盘,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019978,法丙,法国,次次级,是,False
2026-08-29,法丙,成年联赛T3,瓦朗谢纳 vs 孔卡诺,0-0,ledger赛果兜底,20260829-TITAN-3019979-盘口快照-不形成模拟,盘口快照-不形成模拟,1.05/0.25/0.81,0.25,平手/半球,主队,阻上/降温保护,主队上盘，让球基本稳定，上盘水位1.05，下盘水位0.81，欧赔变化不大,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019979,法丙,法国,次次级,是,False
2026-08-29,法丙,成年联赛T3,维利法兰 vs 鲁昂,0-2,ledger赛果兜底,20260829-TITAN-3019980-盘口快照-不形成模拟,盘口快照-不形成模拟,1.0/-0.25/0.86,-0.25,平手/半球,客队,平衡盘/等待临场确认,客队上盘，让球基本稳定，上盘水位0.86，下盘水位1.00，欧赔支持上盘,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3019980,法丙,法国,次次级,是,False
2026-08-29,德丙,成年联赛T3,亚琛 vs 梅彭,0-3,ledger赛果兜底,20260829-TITAN-3026015-盘口快照-不形成模拟,盘口快照-不形成模拟,1.02/1.25/0.8,1.25,一球/球半,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.02，下盘水位0.80，欧赔变化不大,上盘,1.02,输,-1.0,-1.0,下盘,0.8,赢,1.0,0.8,否,缺失,Titan价格流；PM/必发/BTTS缺,,3026015,德丙,德国,次次级,是,True
2026-08-29,德丙,成年联赛T3,杜伊斯堡 vs 维尔茨堡踢球者,3-0,ledger赛果兜底,20260829-TITAN-3026016-盘口快照-不形成模拟,盘口快照-不形成模拟,0.9/1.0/0.92,1.0,一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.90，下盘水位0.92，欧赔变化不大,上盘,0.9,赢,1.0,0.9,下盘,0.92,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3026016,德丙,德国,次次级,是,True
2026-08-29,德丙,成年联赛T3,格罗巴斯帕奇 vs 因戈尔施塔特,0-2,ledger赛果兜底,20260829-TITAN-3026018-盘口快照-不形成模拟,盘口快照-不形成模拟,1.16/0.0/0.68,0.0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.68，下盘水位1.16，欧赔削弱上盘,下盘,1.16,输,-1.0,-1.0,上盘,0.68,赢,1.0,0.68,否,缺失,Titan价格流；PM/必发/BTTS缺,,3026018,德丙,德国,次次级,是,True
2026-08-29,德丙,成年联赛T3,霍芬海姆业馀队 vs 雷根斯堡,5-1,ledger赛果兜底,20260829-TITAN-3026019-盘口快照-不形成模拟,盘口快照-不形成模拟,0.8/-0.25/1.02,-0.25,平手/半球,客队,阻上/降温保护,客队上盘，让球基本稳定，上盘水位1.02，下盘水位0.80，欧赔变化不大,不计-候选冲突,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3026019,德丙,德国,次次级,是,False
2026-08-29,德丙,成年联赛T3,SC维尔 vs 幸运科隆,1-2,ledger赛果兜底,20260829-TITAN-3026022-盘口快照-不形成模拟,盘口快照-不形成模拟,0.86/0.5/0.96,0.5,半球,主队,真实示弱/阻下,主队上盘，让球退盘，上盘水位0.86，下盘水位0.96，欧赔削弱上盘,下盘,0.96,赢,1.0,0.96,上盘,0.86,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3026022,德丙,德国,次次级,是,True
2026-08-29,德丙,成年联赛T3,韦恩 vs 埃森,0-0,ledger赛果兜底,20260829-TITAN-3026024-盘口快照-不形成模拟,盘口快照-不形成模拟,0.84/-0.25/0.98,-0.25,平手/半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.98，下盘水位0.84，欧赔变化不大,上盘,0.98,输半,-0.5,-0.5,下盘,0.84,赢半,0.5,0.42,否,缺失,Titan价格流；PM/必发/BTTS缺,,3026024,德丙,德国,次次级,是,True
2026-08-29,意乙,成年联赛T2,阿斯科利 vs 凯勒雷斯,1-1,ledger赛果兜底,20260829-TITAN-3040716-盘口快照-不形成模拟,盘口快照-不形成模拟,0.98/0.5/0.9,0.5,半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.90，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3040716,意乙,意大利,次级,是,False
2026-08-29,意乙,成年联赛T2,阿维利诺 vs 维琴察,3-0,ledger赛果兜底,20260829-TITAN-3040717-盘口快照-不形成模拟,盘口快照-不形成模拟,0.93/0.25/0.95,0.25,平手/半球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.93，下盘水位0.95，欧赔削弱上盘,上盘,0.93,赢,1.0,0.93,下盘,0.95,输,-1.0,-1.0,否,缺失,Titan价格流；PM/必发/BTTS缺,,3040717,意乙,意大利,次级,是,True
2026-08-29,意乙,成年联赛T2,恩特拉 vs 切塞纳,1-2,ledger赛果兜底,20260829-TITAN-3040720-盘口快照-不形成模拟,盘口快照-不形成模拟,0.94/0.25/0.94,0.25,平手/半球,主队,平衡盘/等待临场确认,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.94，欧赔变化不大,不计-平衡/无方向,,不计,,,不计,,不计,,,否,缺失,Titan价格流；PM/必发/BTTS缺,,3040720,意乙,意大利,次级,是,False
