统计日期,数据源,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,国家,赛事层级,盘口,水位分层,倾向意图,阻诱目标侧,理论资金主队占比,理论资金客队占比,实际资金主队占比,实际资金客队占比,资金偏离主队,资金偏离客队,资金过热侧,过热阈值,理论占比依据,实际资金流向,目标侧水位甜头,意图成败,资金流修正方向,资金流修正球队,资金流来源,资金流时间戳,动作,选择方向,投注盘向,投注球队,选中水位,综合胜率,盈亏平衡胜率,通过阈值,同档样本,同档选中胜率,风控状态,仓位系数,下注金额,已结算,结算标签,实际盈亏Unit,实际盈亏金额,赛果,比分来源,即时亚盘,盘口线,上盘方,候选映射方向,反向方向,候选依据,原模拟ID,记录口径
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-3 08:00,2937911,厄瓜甲,瓜亚基尔巴塞罗那 vs 山谷独立,,南美系列,厄瓜多尔,未知分类,平手/半球,0.91-1.00,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,下盘,瓜亚基尔巴塞罗那,0.94,0.571,,0.5355,,,,,,是,红,0.94,,2-1,原页面赛果留底,开 0.86/-0.25/0.96 → 即 0.98/-0.25/0.84,0.25,,,,,20260902-TITAN-2937911-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-3 08:30,3062799,巴西杯,桑托斯 vs 帕尔梅拉斯,,南美系列,巴西,杯赛,平手,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,帕尔梅拉斯,0.94,0.584,,0.5354639175257733,,,,,,是,走水,0.0,,0-0,原页面赛果留底,开 0.88/-0.25/1.0 → 即 0.95/0.0/0.94,0.0,,,,,20260902-TITAN-3062799-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-3 08:30,2921198,智利甲,利马切颜色 vs 奴伯伦斯,,南美系列,智利,未知分类,平手,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,利马切颜色,0.82,0.584,,0.5694505494505495,,,,,,是,红,0.82,,2-0,原页面赛果留底,开 1.04/0.25/0.84 → 即 0.82/0.0/1.07,-0.0,,,,,20260902-TITAN-2921198-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-3 09:00,3073014,中北美杯,托卢卡 vs 莱昂,,其他系列,中国,杯赛,半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,托卢卡,0.88,0.573,,0.5519148936170213,,,,,,是,红,0.88,,2-0,原页面赛果留底,开 1.05/0.75/0.83 → 即 0.88/0.5/0.94,-0.5,,,,,20260902-TITAN-3073014-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-3 20:30,3061602,波兰杯,威亚斯威德尼克 vs KS莫摩斯,,其他系列,波兰,杯赛,半球/一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,KS莫摩斯,0.81,0.575,,0.5724861878453039,,,,,,是,黑,-1.0,,3-1,原页面赛果留底,开 0.95/-0.75/0.75 → 即 1.01/-0.75/0.81,-0.75,,,,,20260903-TITAN-3061602-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-3 22:00,3037791,卡塔尔联,多哈国民 vs 卡塔尔体育,,西亚/中亚系列,卡塔尔,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,多哈国民,0.99,0.534,,0.5225125628140703,,,,,,是,红,0.99,,1-0,原页面赛果留底,开 0.96/0.25/0.8 → 即 0.99/0.25/0.83,-0.25,,,,,20260903-TITAN-3037791-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-3 22:00,3030129,土甲,厄德尔 vs 文尼沙BB,,欧洲非五大系列,土耳其,未知分类,平手/半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,厄德尔,0.84,0.607,,0.5635,,,,,,是,红,0.84,,4-2,原页面赛果留底,开 0.79/0.25/0.97 → 即 0.84/0.25/1.02,-0.25,,,,,20260903-TITAN-3030129-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-3 22:30,3074148,罗杯,FC贝卡 vs 克拉约瓦大学,,欧洲非五大系列,罗马尼亚,杯赛,一球/球半,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,克拉约瓦大学,0.75,0.607,,0.5914,,,,,,是,黑半,-0.5,,1-2,原页面赛果留底,开 0.77/-1.25/0.93 → 即 1.07/-1.25/0.75,-1.25,,,,,20260903-TITAN-3074148-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-3 23:55,3046967,沙特联,费哈 vs 拉斯永恒,,西亚/中亚系列,沙特,未知分类,平手/半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,拉斯永恒,1.06,0.549,,0.5054,,,,,,是,黑半,-0.5,,2-2,原页面赛果留底,开 0.86/0.0/0.96 → 即 0.82/-0.25/1.06,-0.25,,,,,20260903-TITAN-3046967-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 00:00,3017139,保乙,格纳火车头 vs 多布鲁察,,其他系列,保加利亚,未知分类,平手/半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,格纳火车头,0.86,0.575,,0.5576344086021506,,,,,,是,红,0.86,,2-0,原页面赛果留底,开 0.93/0.0/0.83 → 即 0.86/0.25/0.9,-0.25,,,,,20260903-TITAN-3017139-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 00:00,3072750,意杯,巴勒莫 vs 曼托瓦,,欧洲五大系列,意大利,杯赛,半球/一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,巴勒莫,0.82,0.596,,0.5695,,,,,,是,红,0.82,,5-2,原页面赛果留底,开 0.86/0.75/1.02 → 即 0.82/0.75/1.07,-0.75,,,,,20260903-TITAN-3072750-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 00:30,3046968,沙特联,新未来城体育 vs 塞哈特海湾,,西亚/中亚系列,沙特,未知分类,半球/一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,新未来城体育,0.85,0.612,,0.5605,,,,,,是,红,0.85,,3-0,原页面赛果留底,开 0.91/0.5/0.91 → 即 0.85/0.75/1.03,-0.75,,,,,20260903-TITAN-3046968-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 01:00,2912184,瑞典超,米亚尔比 vs 尤尔加登,,欧洲非五大系列,瑞典,未知分类,半球/一球,0.81-0.90,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,尤尔加登,0.87,0.574,,0.5548,,,,,,是,红,0.87,,0-2,原页面赛果留底,开 1.02/-0.5/0.86 → 即 1.02/-0.75/0.87,-0.75,,,,,20260903-TITAN-2912184-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:00,3071657,乌拉杯,阿尔比恩 vs 普罗格雷索俱乐部,,南美系列,乌拉圭,杯赛,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,阿尔比恩,0.96,0.568,,0.5302,,,,,,是,红,0.96,,2-1,原页面赛果留底,开 0.93/0.25/0.77 → 即 0.96/0.25/0.8,-0.25,,,,,20260903-TITAN-3071657-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:00,3071638,乌拉杯,雷提斯塔 vs 佩莱扎,,南美系列,乌拉圭,杯赛,平手,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,雷提斯塔,0.78,0.601,,0.5818,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.75/0.0/0.95 → 即 0.78/0.0/0.98,-0.0,,,,,20260903-TITAN-3071638-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:00,3046969,沙特联,迪雷禾 vs 卡达西亚,,西亚/中亚系列,沙特,未知分类,一球,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,卡达西亚,0.8,0.612,,0.5756,,,,,,是,红,0.8,,0-2,原页面赛果留底,开 1.0/-1.0/0.82 → 即 1.08/-1.0/0.8,-1.0,,,,,20260903-TITAN-3046969-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:30,3003544,比甲,安德莱赫特 vs 科特赖克,,欧洲非五大系列,比利时,未知分类,一球/球半,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,安德莱赫特,0.99,0.574,,0.5225,,,,,,是,黑半,-0.5,,1-0,原页面赛果留底,开 0.85/1.0/1.03 → 即 0.99/1.25/0.9,-1.25,,,,,20260903-TITAN-3003544-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:30,3000808,瑞士超,卢加诺 vs 塞尔维特,,欧洲非五大系列,瑞士,未知分类,半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,卢加诺,0.96,0.574,,0.5302,,,,,,是,红,0.96,,1-0,原页面赛果留底,开 0.8/0.25/1.02 → 即 0.96/0.5/0.93,-0.5,,,,,20260903-TITAN-3000808-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:30,3000807,瑞士超,巴塞尔 vs 锡永,,欧洲非五大系列,瑞士,未知分类,平手,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,锡永,0.8,0.607,,0.5756,,,,,,是,红,0.8,,1-2,原页面赛果留底,开 0.93/0.0/0.89 → 即 1.09/0.0/0.8,0.0,,,,,20260903-TITAN-3000807-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 02:45,2995333,法甲,图卢兹 vs 里尔,,欧洲五大系列,法国,未知分类,半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,里尔,1.02,0.551,,0.515,,,,,,是,红,1.02,,0-1,原页面赛果留底,开 1.02/-0.25/0.86 → 即 0.87/-0.5/1.02,-0.5,,,,,20260903-TITAN-2995333-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 05:00,3011837,哥伦甲秋,卡利美洲 vs 阿利安萨,,南美系列,哥伦比亚,未知分类,一球/球半,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,卡利美洲,0.82,0.601,,0.5695,,,,,,是,红,0.82,,3-0,原页面赛果留底,开 0.95/1.25/0.87 → 即 0.82/1.25/1.06,-1.25,,,,,20260903-TITAN-3011837-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 07:00,3071651,乌拉杯,奥瑞多拉巴斯 vs 蒙特维多竞技,,南美系列,乌拉圭,杯赛,半球,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,蒙特维多竞技,0.77,0.601,,0.585,,,,,,是,红,0.77,,1-2,原页面赛果留底,开 0.78/-0.5/0.92 → 即 0.99/-0.5/0.77,-0.5,,,,,20260903-TITAN-3071651-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 07:00,3062796,巴西杯,格雷米奥 vs 巴西国际,,南美系列,巴西,杯赛,平手/半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,格雷米奥,1.09,0.561,,0.4985,,,,,,是,红,1.09,,3-1,原页面赛果留底,开 0.75/0.0/1.14 → 即 1.09/0.25/0.8,-0.25,,,,,20260903-TITAN-3062796-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-03,2026-9-4 08:00,2937914,厄瓜甲,利伯塔德洛哈 vs 埃梅莱克,,南美系列,厄瓜多尔,未知分类,平手/半球,0.91-1.00,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,利伯塔德洛哈,1,0.561,,0.52,,,,,,是,黑半,-0.5,,1-1,原页面赛果留底,开 0.95/0.0/0.87 → 即 1.0/0.25/0.88,-0.25,,,,,20260903-TITAN-2937914-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-4 21:45,3057138,阿联酋超,伊蒂哈德卡尔巴 vs 艾因,,西亚/中亚系列,阿联酋,未知分类,球半/两球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,艾因,0.91,0.591,,0.5435602094240838,,,,,,是,红半,0.455,,0-2,原页面赛果留底,开 0.94/-2.0/0.88 → 即 0.91/-1.75/0.91,-1.75,,,,,20260904-TITAN-3057138-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-4 22:00,3037793,卡塔尔联,艾沙姆 vs 艾沙哈尼亚,,西亚/中亚系列,卡塔尔,未知分类,半球/一球,0.91-1.00,平衡盘/等待临场确认,,,,,,,,,,,,,,,,,,正向,,上盘,艾沙姆,0.99,0.543,,0.5225,,,,,,是,红,0.99,,4-2,原页面赛果留底,开 0.99/0.75/0.77 → 即 0.88/0.75/0.94,-0.75,,,,,20260904-TITAN-3037793-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-4 22:30,3059387,非联杯,ES扎兹斯 vs 迪雅宝罗斯,,其他系列,未识别,杯赛,一球/球半,0.71-0.80,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,上盘,ES扎兹斯,0.76,0.591,,0.5882,,,,,,是,红,0.76,,3-1,原页面赛果留底,开 0.83/1.0/0.87 → 即 0.92/1.25/0.84,-1.25,,,,,20260904-TITAN-3059387-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-4 23:00,3032914,阿联酋甲,奥鲁巴 vs 阿尔咸拉,,西亚/中亚系列,阿联酋,未知分类,一球/球半,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,奥鲁巴,0.96,0.534,,0.5302040816326531,,,,,,是,红,0.96,,2-0,原页面赛果留底,开 0.91/1.25/0.79 → 即 0.96/1.25/0.8,-1.25,,,,,20260904-TITAN-3032914-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-4 23:00,3059378,非联杯,彭特靴尔 vs 罗阳体育,,其他系列,未识别,杯赛,平手/半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,彭特靴尔,0.83,0.573,,0.566448087431694,,,,,,是,黑半,-0.5,,1-1,原页面赛果留底,开 0.75/0.5/0.95 → 即 0.83/0.25/0.93,-0.25,,,,,20260904-TITAN-3059378-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 00:00,2998104,丹麦甲,霍布罗 vs 哈维德夫,,欧洲非五大系列,丹麦,未知分类,平手/半球,1.01-1.10,阻上/降温保护,,,,,,,,,,,,,,,,,,反向,,上盘,霍布罗,1.03,0.596,,0.5126,,,,,,是,黑,-1.0,,1-3,原页面赛果留底,开 0.82/-0.25/1.0 → 即 1.05/0.25/0.84,-0.25,,,,,20260904-TITAN-2998104-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 00:15,3037794,卡塔尔联,鲁赛尔城 vs 威柯拉,,西亚/中亚系列,卡塔尔,未知分类,半球/一球,1.01-1.10,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,上盘,威柯拉,1.03,0.524,,0.5126,,,,,,是,黑,-1.0,,4-0,原页面赛果留底,开 0.88/-0.75/0.88 → 即 1.07/-0.75/0.75,-0.75,,,,,20260904-TITAN-3037794-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 00:15,3057139,阿联酋超,迪拜祈祷 vs 豪尔费坎,,西亚/中亚系列,阿联酋,未知分类,球半,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,迪拜祈祷,0.84,0.599,,0.5635,,,,,,是,红,0.84,,5-2,原页面赛果留底,开 0.84/1.5/0.98 → 即 0.84/1.5/1.04,-1.5,,,,,20260904-TITAN-3057139-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 00:30,3019121,德乙,汉诺威96 vs 卡尔斯鲁厄,,欧洲五大系列,德国,未知分类,一球/球半,0.81-0.90,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,汉诺威96,0.86,0.601,,0.5576,,,,,,是,黑,-1.0,,2-2,原页面赛果留底,开 1.02/1.0/0.86 → 即 1.06/1.25/0.83,-1.25,,,,,20260904-TITAN-3019121-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:00,3020876,丹麦乙,B93哥本哈根 vs 纳斯特维德,,欧洲非五大系列,丹麦,未知分类,平手/半球,0.71-0.80,平衡盘/等待临场确认,,,,,,,,,,,,,,,,,,反向,,上盘,B93哥本哈根,0.78,0.582,,0.5818,,,,,,是,黑半,-0.5,,1-1,原页面赛果留底,开 0.78/0.25/0.92 → 即 0.89/0.25/0.93,-0.25,,,,,20260904-TITAN-3020876-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:00,2998106,丹麦甲,靴尔科治 vs 希勒罗德,,欧洲非五大系列,丹麦,未知分类,平手,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,反向,,平手/待核,靴尔科治,1,0.596,,0.52,,,,,,是,走水,0.0,,1-1,原页面赛果留底,开 0.79/-0.25/1.03 → 即 0.95/0.0/0.94,-0.0,,,,,20260904-TITAN-2998106-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:00,2912884,挪超,腓特烈斯塔 vs 博德闪耀,,欧洲非五大系列,挪威,未知分类,球半,0.91-1.00,平衡盘/等待临场确认,,,,,,,,,,,,,,,,,,正向,,上盘,博德闪耀,0.94,0.554,,0.5355,,,,,,是,黑,-1.0,,1-2,原页面赛果留底,开 0.99/-1.5/0.89 → 即 0.99/-1.5/0.9,-1.5,,,,,20260904-TITAN-2912884-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:00,2995329,法甲,里昂 vs 欧塞尔,,欧洲五大系列,法国,未知分类,一球/球半,0.81-0.90,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,上盘,里昂,0.82,0.587,,0.5695,,,,,,是,红,0.82,,3-1,原页面赛果留底,开 0.9/1.0/0.98 → 即 0.9/1.25/0.99,-1.25,,,,,20260904-TITAN-2995329-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:00,2914682,瑞典甲,北雪平 vs 卢恩斯基尔,,欧洲非五大系列,瑞典,未知分类,一球/球半,0.81-0.90,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,上盘,北雪平,0.86,0.604,,0.5576,,,,,,是,黑,-1.0,,2-2,原页面赛果留底,开 0.95/1.0/0.93 → 即 0.97/1.25/0.92,-1.25,,,,,20260904-TITAN-2914682-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:30,3041167,南非超,理查兹湾FC vs 阿玛祖鲁,,其他系列,南非,未知分类,平手,>1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,理查兹湾FC,1.12,0.573,,0.49169811320754714,,,,,,是,黑,-1.0,,1-2,原页面赛果留底,开 1.0/0.25/0.7 → 即 1.12/0.0/0.71,-0.0,,,,,20260904-TITAN-3041167-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 01:30,3041166,南非超,马鲁莫加兰斯 vs 贝联,,其他系列,南非,未知分类,平手,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,马鲁莫加兰斯,0.82,0.575,,0.5694505494505495,,,,,,是,走水,0.0,,2-2,原页面赛果留底,开 0.71/0.0/0.99 → 即 0.82/0.0/1.0,-0.0,,,,,20260904-TITAN-3041166-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 02:00,3005378,比乙,比斯查 vs 艾斯登,,欧洲非五大系列,比利时,未知分类,半球/一球,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,比斯查,0.78,0.582,,0.5818,,,,,,是,红,0.78,,4-2,原页面赛果留底,开 0.78/0.5/0.98 → 即 0.85/0.75/1.01,-0.75,,,,,20260904-TITAN-3005378-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 02:00,3046971,沙特联,吉达国民 vs 利雅得体育,,西亚/中亚系列,沙特,未知分类,球半/两球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,吉达国民,1.02,0.52,,0.5150495049504951,,,,,,是,红,1.02,,5-0,原页面赛果留底,开 0.97/1.5/0.85 → 即 1.02/1.75/0.86,-1.75,,,,,20260904-TITAN-3046971-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 02:30,3018802,德甲,斯图加特 vs 科隆,,欧洲五大系列,德国,未知分类,一球/球半,0.81-0.90,平衡盘/等待临场确认,,,,,,,,,,,,,,,,,,正向,,上盘,斯图加特,0.81,0.601,,0.5725,,,,,,是,红,0.81,,4-1,原页面赛果留底,开 1.0/1.25/0.88 → 即 0.94/1.25/0.95,-1.25,,,,,20260904-TITAN-3018802-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 02:45,2993780,意甲,热那亚 vs 科莫,,欧洲五大系列,意大利,未知分类,半球/一球,0.81-0.90,阻上/降温保护,,,,,,,,,,,,,,,,,,正向,,上盘,科莫,0.83,0.601,,0.5664,,,,,,是,红,0.83,,1-4,原页面赛果留底,开 0.82/-0.75/1.06 → 即 0.87/-0.75/1.02,-0.75,,,,,20260904-TITAN-2993780-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 02:45,3083881,爱足杯,沃特福德联队 vs 斯莱戈流浪者,,其他系列,未识别,杯赛,一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,沃特福德联队,0.85,0.575,,0.5605405405405405,,,,,,是,红,0.85,,3-0,原页面赛果留底,开 0.8/0.5/1.02 → 即 0.85/1.0/0.97,-1.0,,,,,20260904-TITAN-3083881-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-04,2026-9-5 03:00,2912888,挪超,桑德菲杰 vs 维京,,欧洲非五大系列,挪威,未知分类,半球/一球,0.81-0.90,阻上/降温保护,,,,,,,,,,,,,,,,,,反向,,上盘,维京,0.85,0.604,,0.5605,,,,,,是,黑,-1.0,,1-1,原页面赛果留底,开 1.01/-0.75/0.87 → 即 0.87/-0.75/1.02,-0.75,,,,,20260904-TITAN-2912888-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
