统计日期,数据源,地区,国家,赛事层级,盘口,水位分层,倾向意图,样本,红,红半,走水,黑半,黑,有效胜率,负率,均注盈亏Unit,平均水位,ROI,备注
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,半球/一球,0.81-0.90,阻上/降温保护,1,1,0,0,0,0,1.0,0.0,0.83,0.83,0.83,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,未识别,杯赛,一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.85,0.85,0.85,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,挪威,未知分类,半球/一球,0.81-0.90,阻上/降温保护,1,0,0,0,0,1,0.0,1.0,-1.0,0.85,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,英格兰,未知分类,一球/球半,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.05,1.05,1.05,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,西班牙,未知分类,一球/球半,0.81-0.90,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.82,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,法国,未知分类,球半,0.91-1.00,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,1.0,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,葡萄牙,未知分类,两球/两球半,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.09,1.09,1.09,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,智利,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0,0.0,0.93,0.93,0.93,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,阿根廷,未知分类,平手/半球,0.81-0.90,降温保护/诱下,2,1,0,0,1,0,0.6667,0.3333,0.34,0.83,0.17,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,巴西,未知分类,一球/球半,1.01-1.10,阻上/诱下,2,1,0,0,1,0,0.6667,0.3333,0.57,1.07,0.285,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,澳大利亚,未知分类,平手,0.91-1.00,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.92,0.92,0.92,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,澳大利亚,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.83,0.83,0.83,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,巴西,未知分类,平手/半球,0.91-1.00,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.95,0.95,0.95,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,智利,未知分类,半球,0.91-1.00,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.97,0.97,0.97,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,平手/半球,1.01-1.10,诱上/阻下,1,0,1,0,0,0,1.0,0.0,0.515,1.03,0.515,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,平手,>1.10,真实示弱/阻下,1,0,0,1,0,0,,,0.0,1.11,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,平手/半球,0.91-1.00,真实示弱/阻下,1,0,1,0,0,0,1.0,0.0,0.49,0.98,0.49,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,平手,0.91-1.00,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.93,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,半球,0.91-1.00,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.98,0.98,0.98,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,平手,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.86,0.86,0.86,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,日韩系列,日本,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.84,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,日韩系列,日本,未知分类,平手,0.81-0.90,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.83,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,西班牙,未知分类,平手,0.81-0.90,诱上/阻下,1,0,0,1,0,0,,,0.0,0.81,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,日韩系列,日本,未知分类,一球,0.81-0.90,阻上/诱下,1,1,0,0,0,0,1.0,0.0,0.82,0.82,0.82,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,中国,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.83,0.83,0.83,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,中国,未知分类,一球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.82,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,中国,未知分类,平手,0.91-1.00,降温保护/诱下,1,0,0,1,0,0,,,0.0,0.98,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,西班牙,未知分类,半球,>1.10,阻上/降温保护,1,1,0,0,0,0,1.0,0.0,1.11,1.11,1.11,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,半球,0.81-0.90,阻上/降温保护,1,0,0,0,0,1,0.0,1.0,-1.0,0.83,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,半球,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0,0.0,0.91,0.91,0.91,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,平手/半球,0.81-0.90,阻下/下盘保护,1,0,0,0,1,0,0.0,1.0,-0.5,0.83,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,平手,0.71-0.80,降温保护/诱下,1,0,0,1,0,0,,,0.0,0.77,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,德国,未知分类,平手,0.71-0.80,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.8,0.8,0.8,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,巴西,未知分类,平手,0.71-0.80,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.78,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,西班牙,未知分类,球半/两球,0.91-1.00,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.97,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,南非,未知分类,半球/一球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0,0.0,0.405,0.81,0.405,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,德国,未知分类,半球,0.81-0.90,阻下/下盘保护,1,0,0,0,0,1,0.0,1.0,-1.0,0.86,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,阿根廷,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,2,0,0,0,1,1,0.0,1.0,-1.5,0.93,-0.75,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,西班牙,未知分类,平手/半球,0.81-0.90,诱上/阻下,2,2,0,0,0,0,1.0,0.0,1.65,0.825,0.825,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,阿根廷,未知分类,半球/一球,1.01-1.10,诱上/阻下,1,1,0,0,0,0,1.0,0.0,1.04,1.04,1.04,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,科威特,未知分类,半球/一球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0,0.0,0.42,0.84,0.42,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,平手/半球,0.81-0.90,降温保护/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,0.82,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,法国,未知分类,半球,0.81-0.90,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.87,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,半球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.83,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,阿根廷,未知分类,平手/半球,0.91-1.00,诱上/阻下,1,0,0,0,1,0,0.0,1.0,-0.5,0.98,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,厄瓜多尔,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.84,0.84,0.84,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,哥伦比亚,未知分类,半球,0.81-0.90,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.86,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,厄瓜多尔,未知分类,半球/一球,0.91-1.00,平衡盘/等待临场确认,1,0,0,0,0,1,0.0,1.0,-1.0,0.98,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,玻利维亚,未知分类,一球/球半,0.91-1.00,诱上/阻下,1,0,0,0,1,0,0.0,1.0,-0.5,0.93,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,阿根廷,未知分类,半球,0.81-0.90,平衡盘/等待临场确认,1,0,0,0,0,1,0.0,1.0,-1.0,0.84,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,未知分类,半球,0.91-1.00,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,西班牙,未知分类,平手/半球,1.01-1.10,阻上/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,1.09,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,沙特,未知分类,球半/两球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.85,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
